Operations_ID,Location_ID,Date,Equipment_ID,Equipment_Name,Equipment_Type,Usage_Count,Usage_Time_Minutes,Utilization_Rate
"OP-LOC002-20200106","LOC002","2020-01-06","EQ012","Intraoral Scanner","Imaging",3,60,"0.10"
"OP-LOC003-20200106","LOC003","2020-01-06","EQ001","Digital X-Ray Machine","Imaging",10,150,"0.31"
"OP-LOC003-20200106","LOC003","2020-01-06","EQ004","Dental Chair 1","Treatment",9,405,"0.84"
"OP-LOC003-20200106","LOC003","2020-01-06","EQ005","Dental Chair 2","Treatment",10,450,"0.94"
"OP-LOC003-20200106","LOC003","2020-01-06","EQ006","Dental Chair 3","Treatment",10,450,"0.94"
"OP-LOC003-20200106","LOC003","2020-01-06","EQ010","Sterilization Unit","Sterilization",15,450,"0.94"
"OP-LOC003-20200106","LOC003","2020-01-06","EQ012","Intraoral Scanner","Imaging",5,100,"0.21"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ001","Digital X-Ray Machine","Imaging",10,150,"0.28"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ002","Panoramic X-Ray","Imaging",6,120,"0.22"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ004","Dental Chair 1","Treatment",9,405,"0.75"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ005","Dental Chair 2","Treatment",11,495,"0.92"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ006","Dental Chair 3","Treatment",10,450,"0.83"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ007","Dental Chair 4","Treatment",8,360,"0.67"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ008","Dental Chair 5","Treatment",8,360,"0.67"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ010","Sterilization Unit","Sterilization",14,420,"0.78"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ011","Dental Laser","Treatment",5,125,"0.23"
"OP-LOC001-20200107","LOC001","2020-01-07","EQ012","Intraoral Scanner","Imaging",6,120,"0.22"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ001","Digital X-Ray Machine","Imaging",9,135,"0.23"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ002","Panoramic X-Ray","Imaging",5,100,"0.17"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ004","Dental Chair 1","Treatment",8,360,"0.60"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ005","Dental Chair 2","Treatment",9,405,"0.68"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ006","Dental Chair 3","Treatment",10,450,"0.75"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ007","Dental Chair 4","Treatment",10,450,"0.75"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ010","Sterilization Unit","Sterilization",13,390,"0.65"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ011","Dental Laser","Treatment",4,100,"0.17"
"OP-LOC002-20200107","LOC002","2020-01-07","EQ012","Intraoral Scanner","Imaging",6,120,"0.20"
"OP-LOC003-20200107","LOC003","2020-01-07","EQ001","Digital X-Ray Machine","Imaging",12,180,"0.38"
"OP-LOC003-20200107","LOC003","2020-01-07","EQ004","Dental Chair 1","Treatment",9,405,"0.84"
"OP-LOC003-20200107","LOC003","2020-01-07","EQ005","Dental Chair 2","Treatment",10,450,"0.94"
"OP-LOC003-20200107","LOC003","2020-01-07","EQ006","Dental Chair 3","Treatment",9,405,"0.84"
"OP-LOC003-20200107","LOC003","2020-01-07","EQ010","Sterilization Unit","Sterilization",13,390,"0.81"
"OP-LOC003-20200107","LOC003","2020-01-07","EQ012","Intraoral Scanner","Imaging",5,100,"0.21"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ001","Digital X-Ray Machine","Imaging",10,150,"0.28"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ002","Panoramic X-Ray","Imaging",6,120,"0.22"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ004","Dental Chair 1","Treatment",9,405,"0.75"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ005","Dental Chair 2","Treatment",10,450,"0.83"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ006","Dental Chair 3","Treatment",9,405,"0.75"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ007","Dental Chair 4","Treatment",10,450,"0.83"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ008","Dental Chair 5","Treatment",9,405,"0.75"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ010","Sterilization Unit","Sterilization",13,390,"0.72"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ011","Dental Laser","Treatment",4,100,"0.19"
"OP-LOC001-20200108","LOC001","2020-01-08","EQ012","Intraoral Scanner","Imaging",5,100,"0.19"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.28"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ002","Panoramic X-Ray","Imaging",5,100,"0.17"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ004","Dental Chair 1","Treatment",8,360,"0.60"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ005","Dental Chair 2","Treatment",8,360,"0.60"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ006","Dental Chair 3","Treatment",10,450,"0.75"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ007","Dental Chair 4","Treatment",9,405,"0.68"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ010","Sterilization Unit","Sterilization",16,480,"0.80"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ011","Dental Laser","Treatment",4,100,"0.17"
"OP-LOC002-20200108","LOC002","2020-01-08","EQ012","Intraoral Scanner","Imaging",4,80,"0.13"
"OP-LOC003-20200108","LOC003","2020-01-08","EQ001","Digital X-Ray Machine","Imaging",12,180,"0.38"
"OP-LOC003-20200108","LOC003","2020-01-08","EQ004","Dental Chair 1","Treatment",9,405,"0.84"
"OP-LOC003-20200108","LOC003","2020-01-08","EQ005","Dental Chair 2","Treatment",9,405,"0.84"
"OP-LOC003-20200108","LOC003","2020-01-08","EQ006","Dental Chair 3","Treatment",10,450,"0.94"
"OP-LOC003-20200108","LOC003","2020-01-08","EQ010","Sterilization Unit","Sterilization",14,420,"0.88"
"OP-LOC003-20200108","LOC003","2020-01-08","EQ012","Intraoral Scanner","Imaging",5,100,"0.21"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.31"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ002","Panoramic X-Ray","Imaging",4,80,"0.15"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ004","Dental Chair 1","Treatment",9,405,"0.75"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ005","Dental Chair 2","Treatment",8,360,"0.67"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ006","Dental Chair 3","Treatment",8,360,"0.67"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ007","Dental Chair 4","Treatment",8,360,"0.67"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ008","Dental Chair 5","Treatment",9,405,"0.75"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ010","Sterilization Unit","Sterilization",10,300,"0.56"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ011","Dental Laser","Treatment",3,75,"0.14"
"OP-LOC001-20200109","LOC001","2020-01-09","EQ012","Intraoral Scanner","Imaging",4,80,"0.15"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ001","Digital X-Ray Machine","Imaging",9,135,"0.23"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ002","Panoramic X-Ray","Imaging",5,100,"0.17"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ004","Dental Chair 1","Treatment",8,360,"0.60"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ005","Dental Chair 2","Treatment",9,405,"0.68"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ006","Dental Chair 3","Treatment",8,360,"0.60"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ007","Dental Chair 4","Treatment",10,450,"0.75"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ010","Sterilization Unit","Sterilization",11,330,"0.55"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ011","Dental Laser","Treatment",4,100,"0.17"
"OP-LOC002-20200109","LOC002","2020-01-09","EQ012","Intraoral Scanner","Imaging",5,100,"0.17"
"OP-LOC003-20200109","LOC003","2020-01-09","EQ001","Digital X-Ray Machine","Imaging",9,135,"0.28"
"OP-LOC003-20200109","LOC003","2020-01-09","EQ004","Dental Chair 1","Treatment",9,405,"0.84"
"OP-LOC003-20200109","LOC003","2020-01-09","EQ005","Dental Chair 2","Treatment",8,360,"0.75"
"OP-LOC003-20200109","LOC003","2020-01-09","EQ006","Dental Chair 3","Treatment",10,450,"0.94"
"OP-LOC003-20200109","LOC003","2020-01-09","EQ010","Sterilization Unit","Sterilization",15,450,"0.94"
"OP-LOC003-20200109","LOC003","2020-01-09","EQ012","Intraoral Scanner","Imaging",4,80,"0.17"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ001","Digital X-Ray Machine","Imaging",9,135,"0.25"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ002","Panoramic X-Ray","Imaging",5,100,"0.19"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ003","CBCT Scanner","Imaging",2,60,"0.11"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ004","Dental Chair 1","Treatment",8,360,"0.67"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ005","Dental Chair 2","Treatment",7,315,"0.58"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ006","Dental Chair 3","Treatment",7,315,"0.58"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ007","Dental Chair 4","Treatment",7,315,"0.58"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ008","Dental Chair 5","Treatment",6,270,"0.50"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ009","CAD/CAM System","Restoration",1,60,"0.11"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ010","Sterilization Unit","Sterilization",10,300,"0.56"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ011","Dental Laser","Treatment",3,75,"0.14"
"OP-LOC001-20200110","LOC001","2020-01-10","EQ012","Intraoral Scanner","Imaging",3,60,"0.11"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ001","Digital X-Ray Machine","Imaging",8,120,"0.20"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ002","Panoramic X-Ray","Imaging",3,60,"0.10"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ004","Dental Chair 1","Treatment",5,225,"0.38"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ005","Dental Chair 2","Treatment",6,270,"0.45"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ006","Dental Chair 3","Treatment",6,270,"0.45"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ007","Dental Chair 4","Treatment",8,360,"0.60"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ010","Sterilization Unit","Sterilization",9,270,"0.45"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ011","Dental Laser","Treatment",3,75,"0.13"
"OP-LOC002-20200110","LOC002","2020-01-10","EQ012","Intraoral Scanner","Imaging",3,60,"0.10"
"OP-LOC003-20200110","LOC003","2020-01-10","EQ001","Digital X-Ray Machine","Imaging",7,105,"0.22"
"OP-LOC003-20200110","LOC003","2020-01-10","EQ004","Dental Chair 1","Treatment",7,315,"0.66"
"OP-LOC003-20200110","LOC003","2020-01-10","EQ005","Dental Chair 2","Treatment",8,360,"0.75"
"OP-LOC003-20200110","LOC003","2020-01-10","EQ006","Dental Chair 3","Treatment",8,360,"0.75"
"OP-LOC003-20200110","LOC003","2020-01-10","EQ010","Sterilization Unit","Sterilization",9,270,"0.56"
"OP-LOC003-20200110","LOC003","2020-01-10","EQ012","Intraoral Scanner","Imaging",3,60,"0.13"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ001","Digital X-Ray Machine","Imaging",3,45,"0.17"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ002","Panoramic X-Ray","Imaging",1,20,"0.07"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ003","CBCT Scanner","Imaging",1,30,"0.11"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ004","Dental Chair 1","Treatment",2,90,"0.33"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ005","Dental Chair 2","Treatment",2,90,"0.33"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ006","Dental Chair 3","Treatment",2,90,"0.33"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ007","Dental Chair 4","Treatment",2,90,"0.33"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ008","Dental Chair 5","Treatment",2,90,"0.33"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ009","CAD/CAM System","Restoration",0,0,"0.00"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ010","Sterilization Unit","Sterilization",3,90,"0.33"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ011","Dental Laser","Treatment",1,25,"0.09"
"OP-LOC001-20200111","LOC001","2020-01-11","EQ012","Intraoral Scanner","Imaging",1,20,"0.07"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ001","Digital X-Ray Machine","Imaging",3,45,"0.15"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ002","Panoramic X-Ray","Imaging",1,20,"0.07"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ004","Dental Chair 1","Treatment",2,90,"0.30"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ005","Dental Chair 2","Treatment",2,90,"0.30"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ006","Dental Chair 3","Treatment",2,90,"0.30"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ007","Dental Chair 4","Treatment",2,90,"0.30"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ010","Sterilization Unit","Sterilization",3,90,"0.30"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ011","Dental Laser","Treatment",1,25,"0.08"
"OP-LOC002-20200111","LOC002","2020-01-11","EQ012","Intraoral Scanner","Imaging",1,20,"0.07"
"OP-LOC003-20200111","LOC003","2020-01-11","EQ001","Digital X-Ray Machine","Imaging",3,45,"0.19"
"OP-LOC003-20200111","LOC003","2020-01-11","EQ004","Dental Chair 1","Treatment",2,90,"0.38"
"OP-LOC003-20200111","LOC003","2020-01-11","EQ005","Dental Chair 2","Treatment",2,90,"0.38"
"OP-LOC003-20200111","LOC003","2020-01-11","EQ006","Dental Chair 3","Treatment",2,90,"0.38"
"OP-LOC003-20200111","LOC003","2020-01-11","EQ010","Sterilization Unit","Sterilization",4,120,"0.50"
"OP-LOC003-20200111","LOC003","2020-01-11","EQ012","Intraoral Scanner","Imaging",1,20,"0.08"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.31"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ002","Panoramic X-Ray","Imaging",5,100,"0.19"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ004","Dental Chair 1","Treatment",8,360,"0.67"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ005","Dental Chair 2","Treatment",7,315,"0.58"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ006","Dental Chair 3","Treatment",7,315,"0.58"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ007","Dental Chair 4","Treatment",9,405,"0.75"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ008","Dental Chair 5","Treatment",9,405,"0.75"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ010","Sterilization Unit","Sterilization",14,420,"0.78"
"OP-LOC001-20200113","LOC001","2020-01-13","EQ011","Dental Laser","Treatment",4,100,"0.19"
