Financial_ID,Location_ID,Location_Name,Date,Year,Month,Period,Total_Revenue,Revenue_Diagnostic,Revenue_Preventive,Revenue_Restorative,Revenue_Endodontic,Revenue_Periodontic,Revenue_Prosthodontic,Revenue_Oral_Surgery,Revenue_Orthodontic,Revenue_Implant,Revenue_Adjunctive,Total_Expenses,Labor_Clinical,Labor_Administrative,Supplies_Clinical,Supplies_Office,Rent_Lease,Utilities,Equipment_Costs,Marketing,Insurance,Professional_Fees,Continuing_Education,Lab_Fees,Software_IT,Travel,Miscellaneous,EBITDA,EBITDA_Margin,Labor_Cost_Percentage,Supply_Cost_Percentage,Total_AR,AR_Current,AR_31_60,AR_61_90,AR_91_Plus,DSO,Total_Claims_Submitted,Claims_Outstanding,Claims_Denied,Avg_Days_To_Payment,Collections_Expected,Collections_Actual,Collection_Rate,Total_Procedures,Completed_Procedures,Cancelled_Procedures,Total_Patient_Visits,New_Patients,Returning_Patients,Patient_Retention_Rate,Revenue_Per_Patient,Chair_Capacity,Total_Chair_Hours,Used_Chair_Hours,Chair_Utilization,Payor_Delta_Dental,Payor_Cigna_Dental,Payor_Aetna,Payor_MetLife,Payor_Guardian,Payor_United_Healthcare,Payor_Self_Pay,Treatment_Plans_Presented,Treatment_Plans_Accepted,Treatment_Plans_Completed,Case_Acceptance_Rate,Treatment_Completion_Rate,Revenue_Per_Square_Foot,Marketing_ROI,Operating_Cash_Flow,Revenue_MoM_Change,Revenue_YoY_Change,EBITDA_MoM_Change,EBITDA_YoY_Change
"FIN-LOC001-202011","LOC001","Downtown Dental","2020-11-01",2020,11,"2020-11",351454,35064,73501,95247,29130,22421,28658,18207,24815,18544,5867,265593,66776,35145,24602,7029,12544,10544,14058,24602,10544,10544,3515,31631,7029,3515,3515,85861,"0.2443","0.2900","0.0900",363169,217901,79897,36317,25422,"31.0",1874,637,56,37,316309,284678,"0.8100",1757,1704,105,1230,234,996,"0.8000","285.73",5,880,713,"0.8100",111601,49300,43774,39367,29760,16253,61399,431,297,255,"0.6891","0.8586","109.83","2.14",19084.74000000005,"-0.0842",0,"-0.2204",0
"FIN-LOC001-202012","LOC001","Downtown Dental","2020-12-01",2020,12,"2020-12",277226,25566,58913,63221,22454,19063,27234,15562,24010,15701,5502,204214,55445,19406,19406,2772,12928,8317,11089,19406,8317,8317,2772,22178,2772,2772,8317,73012,"0.2634","0.2700","0.0800",415839,241187,99801,37426,33267,"45.0",1479,562,44,35,249503,242018,"0.8730",1031,979,41,722,116,606,"0.8700","383.97",5,880,678,"0.7700",77824,46694,33551,30553,21445,14700,52459,296,204,145,"0.6892","0.7108","86.63","2.14",37804.29799999998,"-0.2112",0,"-0.1496",0
"FIN-LOC001-202101","LOC001","Downtown Dental","2021-01-01",2021,1,"2021-01",332627,33818,68257,85321,21594,24324,34439,13962,26558,17840,6515,225809,63199,19958,16631,3326,12928,3326,16631,16631,13305,6653,3326,33263,6653,3326,6653,106818,"0.3211","0.2500","0.0600",410240,229734,94355,36922,36922,"37.0",1774,621,53,32,299364,272422,"0.8190",1124,1034,67,787,134,653,"0.9000","422.65",5,880,651,"0.7400",104159,53053,38159,28554,27257,17847,63599,346,225,187,"0.6503","0.8311","103.95","3.00",46612.51299999998,"0.1998","0.1087","0.4630","0.2838"
"FIN-LOC001-202102","LOC001","Downtown Dental","2021-02-01",2021,2,"2021-02",345275,35176,74016,77864,26089,28984,33344,17771,26968,18321,6742,251043,69055,20717,27622,3453,12800,6906,17264,20717,10358,13811,3453,27622,6906,3453,6906,94232,"0.2729","0.2600","0.0900",391312,215222,78262,35218,19566,"34.0",1841,718,55,30,310748,285888,"0.8280",1701,1616,68,1191,191,1000,"0.8400","289.90",5,880,704,"0.8000",100790,47245,45775,37446,24078,17848,72093,488,356,256,"0.7295","0.7191","107.90","2.50",34844.70000000001,"0.0380","0.1672","-0.1178","0.0751"
"FIN-LOC001-202103","LOC001","Downtown Dental","2021-03-01",2021,3,"2021-03",415004,41419,89335,104563,28912,27572,41013,22537,30536,20507,8609,274251,78851,29050,24900,4150,12800,4150,16600,16600,12450,16600,4150,29050,12450,4150,8300,140753,"0.3392","0.2600","0.0700",428837,244437,98633,34307,38595,"31.0",2213,752,89,33,373504,362298,"0.8730",1487,1383,45,1041,239,802,"0.8700","398.66",5,880,748,"0.8500",134054,57969,43960,43074,30273,21135,84539,396,269,218,"0.6793","0.8104","129.69","3.75",88047.49200000003,"0.2020","0.1551","0.4937","0.4316"
"FIN-LOC001-202104","LOC001","Downtown Dental","2021-04-01",2021,4,"2021-04",385083,42500,73333,90625,29667,28583,36667,18750,34667,23125,7167,270549,77017,30807,26956,3851,12544,11552,15403,19254,15403,11552,3851,23105,11552,3851,3851,114534,"0.2974","0.2800","0.0800",474936,284962,113985,47494,33246,"37.0",2054,637,62,40,346575,339643,"0.8820",1553,1475,47,1087,185,902,"0.8800","354.26",5,880,634,"0.7200",108286,52318,46234,41368,30823,20887,85168,446,352,310,"0.7892","0.8807","120.34","3.00",69094.206,"-0.0721","-0.0321","-0.1863","0.1151"
"FIN-LOC001-202105","LOC001","Downtown Dental","2021-05-01",2021,5,"2021-05",426055,48952,80728,106278,33322,33365,44229,19323,32291,18464,9103,293997,85211,29824,34084,8521,12800,4261,17042,21303,17042,12782,4261,25563,8521,4261,8521,132058,"0.3100","0.2700","0.1000",539670,339992,113331,53967,32380,"38.0",2272,727,68,31,383450,364277,"0.8550",1444,1401,101,1011,233,778,"0.8900","421.42",5,880,704,"0.8000",132850,62769,48265,43065,35102,20313,83692,354,262,212,"0.7401","0.8092","133.14","3.00",70280.02499999997,"0.1064","0.1296","0.1530","0.2683"
"FIN-LOC001-202106","LOC001","Downtown Dental","2021-06-01",2021,6,"2021-06",337093,35429,76362,73954,26417,22152,35429,19606,24216,15823,7705,238527,70790,26967,20226,6742,12672,6742,16855,13484,6742,10113,3371,23597,6742,3371,10113,98566,"0.2924","0.2900","0.0800",438221,276079,96409,35058,30675,"39.0",1798,683,54,30,303384,288215,"0.8550",1338,1298,94,937,234,703,"0.8000","359.76",5,880,642,"0.7300",101509,45874,41384,29281,29411,15454,74179,459,294,209,"0.6405","0.7109","105.34","3.75",49687.515000000014,"-0.2088","-0.0101","-0.2536","0.1484"
"FIN-LOC001-202107","LOC001","Downtown Dental","2021-07-01",2021,7,"2021-07",384219,42050,76454,81232,28747,30773,40138,21598,35169,20260,7798,247174,73002,30738,23053,3842,12800,11527,11527,19211,7684,11527,3842,23053,3842,3842,7684,137045,"0.3567","0.2700","0.0700",461063,262806,92213,41496,36885,"36.0",2049,697,61,34,345797,318133,"0.8280",1601,1473,80,1121,213,908,"0.8800","342.75",5,880,766,"0.8700",121962,56464,39751,38019,30716,21268,76038,538,355,305,"0.6599","0.8592","120.07","3.00",70959.33200000005,"0.1398","0.2147","0.3904","0.5499"
"FIN-LOC001-202108","LOC001","Downtown Dental","2021-08-01",2021,8,"2021-08",368216,32843,67195,100038,29596,28275,33598,17365,34428,16421,8456,259374,77325,29457,18411,7364,12672,3682,14729,25775,7364,11046,3682,29457,7364,3682,7364,108842,"0.2956","0.2900","0.0700",368216,228294,77325,33139,29457,"30.0",1964,628,59,36,331394,311511,"0.8460",1745,1640,87,1222,244,978,"0.8100","301.32",5,880,704,"0.8000",102102,60228,44971,37476,32428,16826,74186,403,246,177,"0.6104","0.7195","115.07","2.14",52136.735999999975,"-0.0417","0.1043","-0.2058","0.1575"
"FIN-LOC001-202109","LOC001","Downtown Dental","2021-09-01",2021,9,"2021-09",365365,32942,72400,98645,26933,27114,35476,15747,27801,20272,8036,254070,69419,25576,29229,3654,12928,7307,18268,14615,7307,14615,3654,32883,7307,3654,3654,111295,"0.3046","0.2600","0.0900",450617,288395,108148,40556,36049,"37.0",1949,663,78,25,328829,312387,"0.8550",1561,1467,62,1093,208,885,"0.7500","334.28",5,880,713,"0.8100",115542,47772,47106,32589,33478,19257,69622,492,374,322,"0.7602","0.8610","114.18","3.75",58317.07500000001,"-0.0077","0.0669","0.0225","-0.0515"
"FIN-LOC001-202110","LOC001","Downtown Dental","2021-10-01",2021,10,"2021-10",332633,38604,59081,82244,26049,23028,33233,17288,29541,16449,7117,252040,66527,26611,26611,6653,12544,3326,9979,23284,9979,13305,3326,29937,9979,3326,6653,80593,"0.2423","0.2800","0.1000",376984,218651,90476,33929,37698,"34.0",1774,603,71,31,299370,275420,"0.8280",1294,1242,39,906,227,679,"0.8300","367.14",5,880,678,"0.7700",84107,53927,44725,29355,29817,16162,74541,362,250,188,"0.6906","0.7520","103.95","2.14",23380.12400000001,"-0.0896","-0.1332","-0.2759","-0.2682"
"FIN-LOC001-202111","LOC001","Downtown Dental","2021-11-01",2021,11,"2021-11",349821,38810,76915,80267,28226,27908,31401,16406,27379,15877,6633,243936,69964,24487,20989,3498,13056,6996,13993,17491,13993,13993,3498,27986,6996,3498,3498,105885,"0.3027","0.2700","0.0700",396464,222020,95151,47576,27752,"34.0",1866,616,56,39,314839,289652,"0.8280",1291,1201,26,904,181,723,"0.8200","386.97",5,880,651,"0.7400",103533,52306,47453,35949,25021,15818,69741,434,265,233,"0.6106","0.8792","109.32","3.00",45715.78800000006,"0.0517","-0.0046","0.3138","0.2332"
"FIN-LOC001-202112","LOC001","Downtown Dental","2021-12-01",2021,12,"2021-12",350513,30657,67446,93675,26161,22891,39173,17883,27523,18565,6540,264912,70103,28041,21031,7010,12544,7010,14021,24536,10515,10515,3505,35051,7010,3505,10515,85601,"0.2442","0.2800","0.0800",467351,280411,98144,46735,28041,"40.0",1869,710,56,25,315462,287070,"0.8190",1279,1241,77,895,179,716,"0.7900","391.63",5,880,766,"0.8700",106903,61550,39306,40674,25052,15838,61190,340,218,172,"0.6412","0.7890","109.54","2.14",22158.146999999997,"0.0020","0.2644","-0.1916","0.1724"
"FIN-LOC001-202201","LOC001","Downtown Dental","2022-01-01",2022,1,"2022-01",323307,35546,61791,80561,24185,23952,29235,17939,26843,16278,6976,222819,67894,22631,22631,6466,12672,3233,12932,19398,6466,6466,3233,25865,3233,3233,6466,100488,"0.3108","0.2800","0.0900",355638,220496,81797,32007,35564,"33.0",1724,690,69,25,290976,264788,"0.8190",1151,1105,58,806,161,645,"0.8700","401.13",5,880,686,"0.7800",103125,46999,39060,30420,27500,17187,59015,363,254,188,"0.6997","0.7402","101.03","2.50",41969.43300000002,"-0.0776","-0.0280","0.1739","-0.0593"
"FIN-LOC001-202202","LOC001","Downtown Dental","2022-02-01",2022,2,"2022-02",323271,32406,56631,88093,25421,22244,34923,16675,24414,15416,7047,222925,64654,22629,19396,6465,12800,3233,12931,19396,9698,6465,3233,22629,9698,3233,6465,100346,"0.3104","0.2700","0.0800",355598,209803,71120,39116,28448,"33.0",1724,655,86,29,290944,285125,"0.8820",1138,1104,34,797,191,606,"0.7800","405.61",5,880,669,"0.7600",101451,54075,35986,31903,28074,14994,56787,375,244,207,"0.6507","0.8484","101.02","2.50",62200.022,"-0.0001","-0.0637","-0.0014","0.0649"
"FIN-LOC001-202203","LOC001","Downtown Dental","2022-03-01",2022,3,"2022-03",361857,33191,76864,89093,30746,25680,37035,16421,31025,15722,6079,259120,79609,32567,18093,3619,13056,7237,10856,25330,14474,10856,3619,21711,7237,3619,7237,102737,"0.2839","0.3100","0.0600",361857,224351,75990,36186,18093,"30.0",1930,714,58,26,325671,302874,"0.8370",1645,1596,115,1152,265,887,"0.7900","314.11",5,880,713,"0.8100",111430,51345,44135,35323,26219,18390,75015,415,257,193,"0.6193","0.7510","113.08","2.14",43754.30900000001,"0.1194","-0.1281","0.0238","-0.2701"
"FIN-LOC001-202204","LOC001","Downtown Dental","2022-04-01",2022,4,"2022-04",389797,40656,74343,107449,28498,25207,37171,19941,31286,17811,7434,273837,74061,35082,27286,3898,12672,3898,11694,23388,15592,15592,3898,31184,7796,3898,3898,115960,"0.2975","0.2800","0.0800",571702,337304,125774,45736,57170,"44.0",2079,748,83,30,350817,343801,"0.8820",1382,1285,97,967,164,803,"0.7700","403.10",5,880,713,"0.8100",100352,60211,51474,41715,29594,21448,85004,358,254,221,"0.7095","0.8701","121.81","2.50",69963.95399999997,"0.0772","0.0122","0.1287","0.0125"
"FIN-LOC001-202205","LOC001","Downtown Dental","2022-05-01",2022,5,"2022-05",421598,39060,91560,92400,36288,29694,44100,23730,38640,18900,7224,295400,88536,25296,29512,4216,12928,12648,16864,29512,12648,12648,4216,29512,8432,4216,4216,126198,"0.2993","0.2700","0.0800",449705,278817,98935,53965,40473,"32.0",2249,855,112,36,379438,364261,"0.8640",1771,1700,142,1240,285,955,"0.8400","340.00",5,880,678,"0.7700",132183,66703,46019,42429,36554,21011,76699,620,446,392,"0.7194","0.8789","131.75","2.14",68860.67200000002,"0.0816","-0.0105","0.0883","-0.0444"
"FIN-LOC001-202206","LOC001","Downtown Dental","2022-06-01",2022,6,"2022-06",389346,38803,73725,111558,27007,23088,38027,21535,27007,21924,6674,281319,73976,38935,31148,7787,12672,11680,11680,19467,15574,7787,3893,35041,3893,3893,3893,108027,"0.2775","0.2900","0.1000",558063,340418,133935,61387,44645,"43.0",2077,706,62,33,350411,336395,"0.8640",1307,1255,78,915,183,732,"0.8100","425.51",5,880,730,"0.8300",123981,55166,43678,36777,33062,21611,75071,284,202,154,"0.7113","0.7624","121.67","3.00",55075.94400000002,"-0.0765","0.1550","-0.1440","0.0960"
"FIN-LOC001-202207","LOC001","Downtown Dental","2022-07-01",2022,7,"2022-07",430252,45108,80098,115931,32714,30985,36676,18127,38110,22975,9527,301199,94655,38723,30118,4303,12928,4303,17210,12908,17210,8605,4303,34420,8605,4303,8605,129053,"0.2999","0.3100","0.0800",487619,277943,117029,48762,39010,"34.0",2295,826,69,39,387227,375610,"0.8730",2109,1961,169,1476,310,1166,"0.8500","291.50",5,880,766,"0.8700",129561,63431,48046,39138,36709,20694,92672,738,561,460,"0.7602","0.8200","134.45","5.00",74410.99599999998,"0.1051","0.1198","0.1946","-0.0583"
"FIN-LOC001-202208","LOC001","Downtown Dental","2022-08-01",2022,8,"2022-08",427695,44982,88343,110429,37282,24963,42145,19046,30150,22896,7456,299102,85539,25662,34216,4277,12544,4277,21385,25662,8554,12831,4277,38493,8554,4277,8554,128593,"0.3007","0.2600","0.0900",598773,335313,125742,65865,59877,"42.0",2281,912,114,40,384926,357981,"0.8370",1435,1335,100,1004,191,813,"0.9000","425.99",5,880,695,"0.7900",137747,67077,42163,42722,34177,22359,81451,452,339,264,"0.7500","0.7788","133.65","2.50",58878.715000000026,"-0.0059","0.1615","-0.0036","0.1815"
"FIN-LOC001-202209","LOC001","Downtown Dental","2022-09-01",2022,9,"2022-09",319330,33404,68093,73874,25695,19785,30192,18469,27751,16220,5846,220109,60673,25546,19160,3193,12544,3193,15967,15967,9580,9580,3193,28740,6387,3193,3193,99221,"0.3107","0.2700","0.0700",425773,272495,102186,46835,25546,"40.0",1703,562,68,30,287397,258657,"0.8100",1371,1289,82,960,230,730,"0.7800","332.64",5,880,686,"0.7800",96558,43592,41998,35623,24999,15937,60622,336,235,169,"0.6994","0.7191","99.79","3.00",38548.30000000002,"-0.2534","-0.1260","-0.2284","-0.1085"
"FIN-LOC001-202210","LOC001","Downtown Dental","2022-10-01",2022,10,"2022-10",333722,37683,68754,80984,28031,22444,29088,17354,23271,18511,7603,233184,70082,26698,20023,6674,12928,3337,13349,13349,6674,13349,3337,26698,3337,3337,10012,100538,"0.3013","0.2900","0.0800",367094,216585,84432,33038,25697,"33.0",1780,676,53,37,300350,294343,"0.8820",1192,1144,24,834,175,659,"0.9000","400.15",5,880,766,"0.8700",89741,55962,45576,37644,27158,14453,63188,359,248,216,"0.6908","0.8710","104.29","3.75",61158.804000000004,"0.0451","0.0033","0.0133","0.2475"
"FIN-LOC001-202211","LOC001","Downtown Dental","2022-11-01",2022,11,"2022-11",356906,37950,69455,89504,29787,24309,33653,15395,30360,20407,6086,244915,67812,32122,24983,3569,12928,3569,14276,17845,10707,7138,3569,24983,7138,3569,10707,111991,"0.3138","0.2800","0.0800",428287,269821,85657,38546,25697,"36.0",1903,666,38,25,321215,295518,"0.8280",1428,1371,43,1000,240,760,"0.8200","356.91",5,880,669,"0.7600",119708,47661,37686,41380,26602,16626,67243,490,353,304,"0.7204","0.8612","111.53","3.00",50603.16800000006,"0.0695","0.0203","0.1139","0.0577"
"FIN-LOC001-202212","LOC001","Downtown Dental","2022-12-01",2022,12,"2022-12",373542,40549,71245,96635,29711,27058,33728,18190,28195,20274,7958,266680,70973,29883,22413,3735,12672,11206,14942,18677,14942,7471,3735,33619,11206,3735,7471,106862,"0.2861","0.2700","0.0700",448250,282398,112063,40343,35860,"36.0",1992,717,100,40,336188,295845,"0.7920",1389,1278,28,972,204,768,"0.8600","384.30",5,880,651,"0.7400",99362,53108,47968,41877,27106,18083,86038,437,284,202,"0.6499","0.7113","116.73","3.00",29165.263999999966,"0.0466","0.0657","-0.0458","0.2484"
"FIN-LOC001-202301","LOC001","Downtown Dental","2023-01-01",2023,1,"2023-01",295638,27840,66456,68850,25864,20326,27540,16015,21553,15866,5328,199051,59128,17738,17738,2956,12800,5913,11826,11826,8869,11826,2956,26607,2956,2956,2956,96587,"0.3267","0.2600","0.0700",344911,210396,82779,31042,17246,"35.0",1577,583,79,29,266074,234145,"0.7920",1052,978,42,736,140,596,"0.8200","401.68",5,880,739,"0.8400",80091,47326,35677,34585,24998,15320,57641,243,173,125,"0.7119","0.7225","92.39","3.75",35094.296,"-0.2086","-0.0856","-0.0962","-0.0388"
"FIN-LOC001-202302","LOC001","Downtown Dental","2023-02-01",2023,2,"2023-02",313537,28597,61692,79525,26219,20468,33417,13977,28790,13977,6876,232146,65843,21948,18812,6271,12672,6271,12541,12541,12541,12541,3135,28218,9406,3135,6271,81391,"0.2596","0.2800","0.0800",418049,238288,96151,37624,33444,"40.0",1672,669,84,33,282183,256787,"0.8190",1211,1163,48,848,127,721,"0.8300","369.74",5,880,669,"0.7600",94351,45361,32297,29334,26612,17237,68344,297,217,189,"0.7306","0.8710","97.98","3.75",24640.802999999985,"0.0605","-0.0301","-0.1573","-0.1889"
"FIN-LOC001-202303","LOC001","Downtown Dental","2023-03-01",2023,3,"2023-03",370791,32013,70806,85683,31336,28209,42182,19773,33143,21091,6553,268391,70450,33371,25955,7416,12544,7416,18540,18540,14832,11124,3708,29663,3708,3708,7416,102400,"0.2762","0.2800","0.0900",482028,289217,106046,48203,24101,"39.0",1978,771,99,32,333712,310352,"0.8370",1301,1249,52,911,155,756,"0.7900","407.02",5,880,669,"0.7600",123124,53167,47907,36564,29251,16603,64174,374,299,251,"0.7995","0.8395","115.87","3.00",41961.06700000004,"0.1826","0.0247","0.2581","-0.0033"
"FIN-LOC001-202304","LOC001","Downtown Dental","2023-04-01",2023,4,"2023-04",420944,43716,89884,103163,29090,30315,43308,17568,33339,23288,7272,286285,79979,25257,33676,4209,12672,8419,16838,16838,12628,8419,4209,37885,12628,4209,8419,134659,"0.3199","0.2500","0.0900",547227,350225,136807,60195,32834,"39.0",2245,876,45,39,378850,367484,"0.8730",1467,1394,59,1027,185,842,"0.8300","409.88",5,880,739,"0.8400",135235,58642,53615,45477,35424,21542,71008,421,265,223,"0.6295","0.8415","131.54","3.75",81199.11200000002,"0.1353","0.0799","0.3150","0.1613"
"FIN-LOC001-202305","LOC001","Downtown Dental","2023-05-01",2023,5,"2023-05",445023,51694,88748,107505,32206,32983,40714,23102,37329,21958,8783,306257,93455,26701,26701,8900,12544,13351,17801,22251,13351,17801,4450,26701,8900,4450,8900,138766,"0.3118","0.2700","0.0800",489525,279029,112591,48953,44057,"33.0",2373,759,119,38,400521,388505,"0.8730",1759,1636,123,1231,246,985,"0.8500","361.51",5,880,660,"0.7500",115428,64425,60667,46082,34718,23488,100216,369,240,204,"0.6504","0.8500","139.07","3.00",82248.07900000003,"0.0572","0.0556","0.0305","0.0996"
"FIN-LOC001-202306","LOC001","Downtown Dental","2023-06-01",2023,6,"2023-06",334813,36704,76775,75765,26130,21686,30306,16163,30441,14985,5859,227080,66963,20089,20089,6696,12800,3348,16741,13393,10044,10044,3348,33481,3348,3348,3348,107733,"0.3218","0.2600","0.0800",424096,233253,93301,42410,33928,"38.0",1786,679,36,28,301332,274212,"0.8190",1425,1325,57,997,150,847,"0.7800","335.82",5,880,625,"0.7100",89616,53770,37955,39009,29239,15639,69584,479,321,266,"0.6701","0.8287","104.63","3.75",47131.84700000001,"-0.2477","-0.1401","-0.2236","-0.0027"
