Operations_ID,Location_ID,Location_Name,Date,Year,Month,Day_of_Week,Is_Holiday,Is_Weekend,Appointment_Capacity,Scheduled_Appointments,Actual_Appointments,Chair_Utilization,Target_Chair_Utilization,Cancellation_Count,Cancellation_Rate,No_Show_Count,No_Show_Rate,Avg_Wait_Time,Total_Patients_Seen,New_Patient_Count,Returning_Patient_Count,Target_New_Patients,Total_Labor_Hours,Total_Labor_Cost,Staff_Count,Dentist_Count,Hygienist_Count,Assistant_Count,Admin_Count,Equipment_Count,Avg_Equipment_Utilization,Active_Treatment_Plans,Completed_Treatment_Plans,Treatment_Plan_Completion_Rate,Treatment_Plans_Not_Started,Treatment_Plans_In_Progress,Treatment_Plans_Completed,Treatment_Plans_Delayed,Insurance_Claims_Submitted,Insurance_Claims_Processed,Insurance_Claims_Paid,Insurance_Claims_Denied,Insurance_Denial_Rate,Avg_Days_To_Payment,Claims_Aging_0_30,Claims_Aging_31_60,Claims_Aging_61_90,Claims_Aging_90_Plus,Target_Collection_Rate,Actual_Collection_Rate,Revenue_Per_Hour,Revenue_Per_Chair,Revenue_Per_Patient,Labor_Cost_Percentage,Supply_Cost_Percentage,Overhead_Percentage
"OP-LOC002-20200106","LOC002","Westside Smile Center","2020-01-06",2020,1,"Monday",false,false,25,26,23,"0.81","0.82",2,"0.06",2,"0.06",25,23,5,18,1.25,"70.5",3909,9,2,2,3,2,9,"0.45",9,6,"0.65",1,6,6,2,18,17,15,1,"0.06",29,11,5,2,1,"0.90","0.90",1017,1940,325,"0.29","0.13","0.40"
"OP-LOC003-20200106","LOC003","East Valley Dental Care","2020-01-06",2020,1,"Monday",false,false,17,19,16,"0.77","0.80",1,"0.07",1,"0.07",16,16,2,14,1,"70.9",3890,9,2,2,3,2,6,"0.70",6,4,"0.66",1,4,4,1,13,13,12,0,"0.00",30,8,3,1,1,"0.88","0.80",1002,2400,314,"0.30","0.14","0.37"
"OP-LOC001-20200107","LOC001","Downtown Dental","2020-01-07",2020,1,"Tuesday",false,false,39,42,38,"0.78","0.85",2,"0.05",2,"0.04",12,38,7,31,1.5,"102.5",6012,14,3,3,5,3,12,"0.50",15,10,"0.64",2,11,10,3,30,31,28,2,"0.06",29,18,8,3,2,"0.92","0.86",1239,2230,254,"0.33","0.16","0.42"
"OP-LOC002-20200107","LOC002","Westside Smile Center","2020-01-07",2020,1,"Tuesday",false,false,29,29,26,"0.81","0.82",2,"0.06",1,"0.04",7,26,4,22,1.25,"67.2",3862,9,2,2,3,2,9,"0.47",10,6,"0.61",1,7,6,2,21,20,18,1,"0.05",31,13,5,2,1,"0.90","0.94",1177,2112,259,"0.32","0.15","0.37"
"OP-LOC003-20200107","LOC003","East Valley Dental Care","2020-01-07",2020,1,"Tuesday",false,false,18,19,17,"0.76","0.80",1,"0.06",1,"0.04",19,17,3,14,1,"69.0",3756,9,2,2,3,2,6,"0.67",7,5,"0.69",1,5,5,1,14,15,14,1,"0.07",29,8,4,1,1,"0.88","0.87",1358,1926,291,"0.32","0.13","0.41"
"OP-LOC001-20200108","LOC001","Downtown Dental","2020-01-08",2020,1,"Wednesday",false,false,42,40,37,"0.85","0.85",2,"0.05",2,"0.04",6,37,4,33,1.5,"108.9",6475,14,3,3,5,3,12,"0.49",15,9,"0.62",2,11,9,3,30,29,27,2,"0.07",32,18,8,3,2,"0.92","0.96",1222,2005,326,"0.28","0.15","0.41"
"OP-LOC002-20200108","LOC002","Westside Smile Center","2020-01-08",2020,1,"Wednesday",false,false,28,29,26,"0.84","0.82",2,"0.07",1,"0.04",21,26,4,22,1.25,"67.4",3917,9,2,2,3,2,9,"0.46",10,7,"0.65",1,7,7,2,21,21,18,1,"0.05",28,13,5,2,1,"0.90","0.92",1332,2158,288,"0.33","0.14","0.38"
"OP-LOC003-20200108","LOC003","East Valley Dental Care","2020-01-08",2020,1,"Wednesday",false,false,19,21,18,"0.77","0.80",2,"0.07",1,"0.05",12,18,2,16,1,"68.2",3687,9,2,2,3,2,6,"0.68",7,5,"0.68",1,5,5,1,14,15,14,0,"0.00",33,8,4,1,1,"0.88","0.85",981,2337,284,"0.31","0.13","0.38"
"OP-LOC001-20200109","LOC001","Downtown Dental","2020-01-09",2020,1,"Thursday",false,false,35,34,31,"0.75","0.85",2,"0.05",1,"0.04",9,31,5,26,1.5,"113.3",6884,14,3,3,5,3,12,"0.43",12,8,"0.68",1,8,8,2,25,25,22,1,"0.04",32,15,6,3,1,"0.92","0.91",1326,1891,338,"0.28","0.15","0.39"
"OP-LOC002-20200109","LOC002","Westside Smile Center","2020-01-09",2020,1,"Thursday",false,false,26,28,25,"0.85","0.82",2,"0.05",2,"0.05",25,25,4,21,1.25,"66.1",3727,9,2,2,3,2,9,"0.44",10,7,"0.66",1,7,7,2,20,20,18,1,"0.05",30,12,5,2,1,"0.90","0.92",1027,2011,309,"0.33","0.14","0.38"
"OP-LOC003-20200109","LOC003","East Valley Dental Care","2020-01-09",2020,1,"Thursday",false,false,17,17,15,"0.75","0.80",1,"0.06",1,"0.07",14,15,2,13,1,"69.7",4020,9,2,2,3,2,6,"0.65",6,4,"0.66",1,4,4,1,12,12,11,0,"0.00",32,7,3,1,1,"0.88","0.82",1316,2139,255,"0.27","0.13","0.36"
"OP-LOC001-20200110","LOC001","Downtown Dental","2020-01-10",2020,1,"Friday",false,false,28,30,27,"0.78","0.85",2,"0.05",1,"0.03",15,27,4,23,1.5,"103.3",6259,14,3,3,5,3,12,"0.37",11,7,"0.60",1,8,7,2,22,21,19,1,"0.05",30,13,6,2,1,"0.92","0.91",1171,2157,336,"0.33","0.15","0.35"
"OP-LOC002-20200110","LOC002","Westside Smile Center","2020-01-10",2020,1,"Friday",false,false,21,20,18,"0.82","0.82",1,"0.05",1,"0.04",16,18,3,15,1.25,"65.0",3745,9,2,2,3,2,9,"0.32",7,4,"0.64",1,5,4,1,14,15,13,0,"0.00",29,8,4,1,1,"0.90","0.95",1001,1841,282,"0.32","0.15","0.38"
"OP-LOC003-20200110","LOC003","East Valley Dental Care","2020-01-10",2020,1,"Friday",false,false,14,15,13,"0.75","0.80",1,"0.07",1,"0.06",23,13,2,11,1,"69.4",3895,9,2,2,3,2,6,"0.51",5,4,"0.70",1,4,4,1,10,10,9,1,"0.10",30,6,3,1,1,"0.88","0.87",1010,2084,257,"0.30","0.13","0.41"
"OP-LOC001-20200111","LOC001","Downtown Dental","2020-01-11",2020,1,"Saturday",false,true,9,9,8,"0.82","0.85",0,"0.04",0,"0.05",17,8,1,7,1.5,"62.0",3831,14,3,3,5,3,12,"0.21",3,2,"0.67",0,2,2,1,6,6,6,0,"0.00",28,4,2,1,0,"0.92","0.82",1179,2284,252,"0.29","0.14","0.35"
"OP-LOC002-20200111","LOC002","Westside Smile Center","2020-01-11",2020,1,"Saturday",false,true,7,7,6,"0.82","0.82",0,"0.05",0,"0.05",16,6,1,5,1.25,"40.8",2355,9,2,2,3,2,9,"0.21",2,1,"0.66",0,1,1,0,5,5,4,0,"0.00",32,3,1,1,0,"0.90","0.82",1070,2003,328,"0.27","0.15","0.36"
"OP-LOC003-20200111","LOC003","East Valley Dental Care","2020-01-11",2020,1,"Saturday",false,true,4,5,4,"0.73","0.80",0,"0.07",0,"0.07",9,4,0,4,1,"40.0",2383,9,2,2,3,2,6,"0.32",2,1,"0.61",0,1,1,0,3,3,3,0,"0.00",32,2,1,0,0,"0.88","0.93",1156,1926,302,"0.28","0.14","0.37"
"OP-LOC001-20200113","LOC001","Downtown Dental","2020-01-13",2020,1,"Monday",false,false,39,37,34,"0.81","0.85",2,"0.04",2,"0.04",8,34,6,28,1.5,"103.0",6209,14,3,3,5,3,12,"0.45",14,9,"0.66",1,10,9,3,27,28,25,2,"0.07",31,16,7,3,1,"0.92","0.90",1095,2010,269,"0.32","0.14","0.36"
"OP-LOC002-20200113","LOC002","Westside Smile Center","2020-01-13",2020,1,"Monday",false,false,26,26,23,"0.83","0.82",2,"0.07",1,"0.06",13,23,4,19,1.25,"68.8",4001,9,2,2,3,2,9,"0.44",9,6,"0.64",1,6,6,2,18,17,15,0,"0.00",29,11,5,2,1,"0.90","0.91",1101,2060,343,"0.33","0.15","0.41"
"OP-LOC003-20200113","LOC003","East Valley Dental Care","2020-01-13",2020,1,"Monday",false,false,18,20,17,"0.82","0.80",2,"0.08",1,"0.06",7,17,3,14,1,"66.8",3769,9,2,2,3,2,6,"0.65",7,4,"0.63",1,5,4,1,14,13,11,1,"0.08",32,8,4,1,1,"0.88","0.84",1128,2034,287,"0.33","0.15","0.39"
"OP-LOC001-20200114","LOC001","Downtown Dental","2020-01-14",2020,1,"Tuesday",false,false,37,39,35,"0.80","0.85",2,"0.06",2,"0.04",12,35,7,28,1.5,"109.3",6506,14,3,3,5,3,12,"0.50",14,10,"0.69",1,10,10,3,28,27,23,2,"0.07",28,17,7,3,1,"0.92","0.95",1124,2328,302,"0.30","0.15","0.42"
"OP-LOC002-20200114","LOC002","Westside Smile Center","2020-01-14",2020,1,"Tuesday",false,false,27,25,23,"0.84","0.82",1,"0.05",1,"0.04",14,23,5,18,1.25,"68.9",4023,9,2,2,3,2,9,"0.43",9,6,"0.69",1,6,6,2,18,18,16,1,"0.06",29,11,5,2,1,"0.90","0.86",962,1979,257,"0.29","0.15","0.42"
"OP-LOC003-20200114","LOC003","East Valley Dental Care","2020-01-14",2020,1,"Tuesday",false,false,19,19,17,"0.72","0.80",1,"0.06",1,"0.06",20,17,3,14,1,"67.3",3790,9,2,2,3,2,6,"0.68",7,4,"0.60",1,5,4,1,14,14,13,0,"0.00",30,8,4,1,1,"0.88","0.84",1047,1875,286,"0.28","0.13","0.39"
"OP-LOC001-20200115","LOC001","Downtown Dental","2020-01-15",2020,1,"Wednesday",false,false,39,39,35,"0.77","0.85",2,"0.06",2,"0.05",8,35,6,29,1.5,"103.8",6080,14,3,3,5,3,12,"0.48",14,9,"0.63",1,10,9,3,28,26,24,1,"0.04",32,17,7,3,1,"0.92","0.90",973,2022,312,"0.32","0.13","0.37"
"OP-LOC002-20200115","LOC002","Westside Smile Center","2020-01-15",2020,1,"Wednesday",false,false,28,29,26,"0.80","0.82",2,"0.07",1,"0.05",17,26,4,22,1.25,"65.4",3745,9,2,2,3,2,9,"0.47",10,7,"0.65",1,7,7,2,21,22,21,1,"0.05",30,13,5,2,1,"0.90","0.91",1152,2272,309,"0.30","0.15","0.38"
"OP-LOC003-20200115","LOC003","East Valley Dental Care","2020-01-15",2020,1,"Wednesday",false,false,18,18,16,"0.83","0.80",1,"0.07",1,"0.04",8,16,2,14,1,"71.2",4059,9,2,2,3,2,6,"0.67",6,4,"0.65",1,4,4,1,13,14,13,1,"0.07",28,8,3,1,1,"0.88","0.80",1306,2236,263,"0.32","0.14","0.41"
"OP-LOC001-20200116","LOC001","Downtown Dental","2020-01-16",2020,1,"Thursday",false,false,38,41,37,"0.75","0.85",2,"0.06",1,"0.03",15,37,5,32,1.5,"104.9",6487,14,3,3,5,3,12,"0.52",15,10,"0.69",2,11,10,3,30,27,25,2,"0.07",33,18,8,3,2,"0.92","0.95",1045,2289,272,"0.29","0.16","0.40"
"OP-LOC002-20200116","LOC002","Westside Smile Center","2020-01-16",2020,1,"Thursday",false,false,26,26,23,"0.80","0.82",1,"0.05",1,"0.06",7,23,4,19,1.25,"69.3",3801,9,2,2,3,2,9,"0.41",9,6,"0.63",1,6,6,2,18,17,15,1,"0.06",30,11,5,2,1,"0.90","0.92",918,2201,273,"0.29","0.16","0.39"
"OP-LOC003-20200116","LOC003","East Valley Dental Care","2020-01-16",2020,1,"Thursday",false,false,15,16,14,"0.79","0.80",1,"0.07",1,"0.07",16,14,2,12,1,"68.3",3837,9,2,2,3,2,6,"0.55",6,4,"0.67",1,4,4,1,11,10,9,0,"0.00",30,7,3,1,1,"0.88","0.90",1090,2034,345,"0.29","0.12","0.38"
"OP-LOC001-20200117","LOC001","Downtown Dental","2020-01-17",2020,1,"Friday",false,false,30,31,28,"0.81","0.85",2,"0.05",1,"0.04",15,28,4,24,1.5,"106.4",6342,14,3,3,5,3,12,"0.36",11,7,"0.68",1,8,7,2,22,20,18,1,"0.05",33,13,6,2,1,"0.92","0.94",1303,2360,282,"0.27","0.14","0.41"
"OP-LOC002-20200117","LOC002","Westside Smile Center","2020-01-17",2020,1,"Friday",false,false,19,20,18,"0.84","0.82",1,"0.05",1,"0.04",13,18,3,15,1.25,"70.0",3878,9,2,2,3,2,9,"0.33",7,4,"0.63",1,5,4,1,14,14,13,1,"0.07",28,8,4,1,1,"0.90","0.85",905,1848,250,"0.29","0.14","0.39"
"OP-LOC003-20200117","LOC003","East Valley Dental Care","2020-01-17",2020,1,"Friday",false,false,13,13,11,"0.79","0.80",1,"0.08",1,"0.05",20,11,2,9,1,"69.8",3981,9,2,2,3,2,6,"0.48",4,3,"0.66",0,3,3,1,9,8,7,0,"0.00",30,5,2,1,0,"0.88","0.81",1348,1808,295,"0.32","0.13","0.41"
"OP-LOC001-20200118","LOC001","Downtown Dental","2020-01-18",2020,1,"Saturday",false,true,9,9,8,"0.85","0.85",1,"0.06",0,"0.05",18,8,1,7,1.5,"61.1",3669,14,3,3,5,3,12,"0.21",3,2,"0.61",0,2,2,1,6,6,5,0,"0.00",28,4,2,1,0,"0.92","0.95",1341,2037,261,"0.29","0.15","0.36"
"OP-LOC002-20200118","LOC002","Westside Smile Center","2020-01-18",2020,1,"Saturday",false,true,7,8,7,"0.85","0.82",0,"0.06",0,"0.06",16,7,1,6,1.25,"36.5",2100,9,2,2,3,2,9,"0.28",3,2,"0.65",0,2,2,1,6,6,5,0,"0.00",28,4,2,1,0,"0.90","0.91",1287,1987,308,"0.30","0.15","0.37"
"OP-LOC003-20200118","LOC003","East Valley Dental Care","2020-01-18",2020,1,"Saturday",false,true,3,3,3,"0.79","0.80",0,"0.07",0,"0.06",13,3,0,3,1,"38.5",2175,9,2,2,3,2,6,"0.23",1,1,"0.68",0,1,1,0,2,2,2,0,"0.00",30,1,1,0,0,"0.88","0.85",1261,2272,337,"0.28","0.15","0.40"
"OP-LOC001-20200121","LOC001","Downtown Dental","2020-01-21",2020,1,"Tuesday",false,false,42,42,38,"0.83","0.85",2,"0.05",2,"0.05",18,38,7,31,1.5,"110.8",6752,14,3,3,5,3,12,"0.48",15,10,"0.65",2,11,10,3,30,30,28,1,"0.03",32,18,8,3,2,"0.92","0.95",1280,1929,344,"0.32","0.14","0.41"
"OP-LOC002-20200121","LOC002","Westside Smile Center","2020-01-21",2020,1,"Tuesday",false,false,29,28,25,"0.76","0.82",1,"0.05",1,"0.04",9,25,4,21,1.25,"67.1",3733,9,2,2,3,2,9,"0.49",10,7,"0.68",1,7,7,2,20,19,18,1,"0.05",29,12,5,2,1,"0.90","0.89",962,2043,320,"0.28","0.14","0.37"
"OP-LOC003-20200121","LOC003","East Valley Dental Care","2020-01-21",2020,1,"Tuesday",false,false,18,18,16,"0.78","0.80",1,"0.08",1,"0.04",16,16,3,13,1,"69.2",3763,9,2,2,3,2,6,"0.67",6,4,"0.68",1,4,4,1,13,14,12,1,"0.07",31,8,3,1,1,"0.88","0.83",1398,1898,323,"0.31","0.14","0.40"
"OP-LOC001-20200122","LOC001","Downtown Dental","2020-01-22",2020,1,"Wednesday",false,false,42,43,40,"0.75","0.85",2,"0.04",1,"0.03",11,40,5,35,1.5,"107.5",6396,14,3,3,5,3,12,"0.53",16,10,"0.61",2,11,10,3,32,30,29,2,"0.07",32,19,8,3,2,"0.92","0.90",994,2005,257,"0.29","0.13","0.39"
"OP-LOC002-20200122","LOC002","Westside Smile Center","2020-01-22",2020,1,"Wednesday",false,false,30,32,28,"0.83","0.82",2,"0.07",2,"0.05",20,28,4,24,1.25,"65.4",3646,9,2,2,3,2,9,"0.54",11,7,"0.65",1,8,7,2,22,23,20,1,"0.04",29,13,6,2,1,"0.90","0.90",1203,2261,265,"0.31","0.12","0.41"
"OP-LOC003-20200122","LOC003","East Valley Dental Care","2020-01-22",2020,1,"Wednesday",false,false,17,18,16,"0.80","0.80",1,"0.07",1,"0.06",12,16,2,14,1,"69.5",3995,9,2,2,3,2,6,"0.61",6,4,"0.70",1,4,4,1,13,13,12,1,"0.08",31,8,3,1,1,"0.88","0.81",1254,1995,295,"0.32","0.14","0.39"
"OP-LOC001-20200123","LOC001","Downtown Dental","2020-01-23",2020,1,"Thursday",false,false,36,37,34,"0.82","0.85",2,"0.06",1,"0.04",13,34,6,28,1.5,"113.2",7037,14,3,3,5,3,12,"0.43",14,9,"0.62",1,10,9,3,27,29,27,1,"0.03",29,16,7,3,1,"0.92","0.95",990,2207,274,"0.28","0.13","0.39"
"OP-LOC002-20200123","LOC002","Westside Smile Center","2020-01-23",2020,1,"Thursday",false,false,25,24,22,"0.86","0.82",1,"0.05",1,"0.04",20,22,3,19,1.25,"67.3",3816,9,2,2,3,2,9,"0.39",9,6,"0.70",1,6,6,2,18,18,16,1,"0.06",31,11,5,2,1,"0.90","0.90",1084,1928,274,"0.32","0.14","0.38"
"OP-LOC003-20200123","LOC003","East Valley Dental Care","2020-01-23",2020,1,"Thursday",false,false,18,20,17,"0.72","0.80",2,"0.08",1,"0.07",18,17,3,14,1,"63.5",3489,9,2,2,3,2,6,"0.68",7,5,"0.69",1,5,5,1,14,13,12,1,"0.08",28,8,4,1,1,"0.88","0.90",1089,2128,275,"0.29","0.14","0.36"
"OP-LOC001-20200124","LOC001","Downtown Dental","2020-01-24",2020,1,"Friday",false,false,30,32,29,"0.83","0.85",2,"0.05",1,"0.03",6,29,5,24,1.5,"107.3",6396,14,3,3,5,3,12,"0.39",12,8,"0.64",1,8,8,2,23,22,20,2,"0.09",30,14,6,2,1,"0.92","0.85",1213,1845,283,"0.30","0.16","0.36"
"OP-LOC002-20200124","LOC002","Westside Smile Center","2020-01-24",2020,1,"Friday",false,false,21,21,19,"0.78","0.82",1,"0.06",1,"0.04",13,19,2,17,1.25,"66.8",3792,9,2,2,3,2,9,"0.34",8,5,"0.61",1,6,5,2,15,15,13,1,"0.07",30,9,4,2,1,"0.90","0.89",1361,1942,338,"0.32","0.14","0.39"
"OP-LOC003-20200124","LOC003","East Valley Dental Care","2020-01-24",2020,1,"Friday",false,false,12,12,11,"0.80","0.80",1,"0.07",1,"0.05",15,11,2,9,1,"69.2",3788,9,2,2,3,2,6,"0.43",4,3,"0.68",0,3,3,1,9,10,10,1,"0.10",30,5,2,1,0,"0.88","0.79",1054,2167,341,"0.29","0.13","0.36"
"OP-LOC001-20200125","LOC001","Downtown Dental","2020-01-25",2020,1,"Saturday",false,true,8,9,8,"0.88","0.85",0,"0.04",0,"0.05",5,8,1,7,1.5,"60.8",3784,14,3,3,5,3,12,"0.21",3,2,"0.65",0,2,2,1,6,6,5,0,"0.00",29,4,2,1,0,"0.92","0.89",1067,1888,337,"0.28","0.15","0.40"
"OP-LOC002-20200125","LOC002","Westside Smile Center","2020-01-25",2020,1,"Saturday",false,true,5,4,4,"0.72","0.82",0,"0.06",0,"0.04",13,4,1,3,1.25,"39.8",2336,9,2,2,3,2,9,"0.16",2,1,"0.62",0,1,1,0,3,3,3,0,"0.00",32,2,1,0,0,"0.90","0.95",1118,2246,324,"0.30","0.15","0.39"
"OP-LOC003-20200125","LOC003","East Valley Dental Care","2020-01-25",2020,1,"Saturday",false,true,4,5,4,"0.84","0.80",0,"0.07",0,"0.05",14,4,0,4,1,"37.9",2189,9,2,2,3,2,6,"0.29",2,1,"0.66",0,1,1,0,3,3,3,0,"0.00",29,2,1,0,0,"0.88","0.87",1221,2276,295,"0.32","0.16","0.41"
"OP-LOC001-20200127","LOC001","Downtown Dental","2020-01-27",2020,1,"Monday",false,false,37,38,34,"0.78","0.85",2,"0.05",2,"0.05",11,34,6,28,1.5,"107.8",6326,14,3,3,5,3,12,"0.46",14,9,"0.67",1,10,9,3,27,28,25,2,"0.07",31,16,7,3,1,"0.92","0.83",1099,1991,299,"0.30","0.13","0.37"
"OP-LOC002-20200127","LOC002","Westside Smile Center","2020-01-27",2020,1,"Monday",false,false,30,32,28,"0.80","0.82",2,"0.06",2,"0.06",9,28,3,25,1.25,"63.8",3716,9,2,2,3,2,9,"0.50",11,7,"0.61",1,8,7,2,22,24,21,1,"0.04",32,13,6,2,1,"0.90","0.92",1339,2321,349,"0.31","0.13","0.41"
"OP-LOC003-20200127","LOC003","East Valley Dental Care","2020-01-27",2020,1,"Monday",false,false,18,18,16,"0.76","0.80",1,"0.07",1,"0.06",5,16,3,13,1,"69.6",3736,9,2,2,3,2,6,"0.66",6,4,"0.68",1,4,4,1,13,12,11,1,"0.08",31,8,3,1,1,"0.88","0.85",1244,1940,319,"0.32","0.13","0.39"
"OP-LOC001-20200128","LOC001","Downtown Dental","2020-01-28",2020,1,"Tuesday",false,false,43,46,42,"0.83","0.85",2,"0.05",2,"0.04",25,42,7,35,1.5,"108.4",6443,14,3,3,5,3,12,"0.56",17,10,"0.60",2,12,10,3,34,36,34,2,"0.06",28,20,9,3,2,"0.92","0.93",1102,2059,266,"0.30","0.13","0.37"
"OP-LOC002-20200128","LOC002","Westside Smile Center","2020-01-28",2020,1,"Tuesday",false,false,27,28,25,"0.81","0.82",2,"0.06",1,"0.05",20,25,5,20,1.25,"68.4",4010,9,2,2,3,2,9,"0.43",10,7,"0.69",1,7,7,2,20,21,18,1,"0.05",28,12,5,2,1,"0.90","0.83",1195,1824,283,"0.29","0.14","0.41"
"OP-LOC003-20200128","LOC003","East Valley Dental Care","2020-01-28",2020,1,"Tuesday",false,false,17,18,16,"0.79","0.80",1,"0.06",1,"0.04",13,16,2,14,1,"71.0",3991,9,2,2,3,2,6,"0.57",6,4,"0.61",1,4,4,1,13,14,12,1,"0.07",29,8,3,1,1,"0.88","0.88",1096,2379,266,"0.32","0.13","0.36"
"OP-LOC001-20200129","LOC001","Downtown Dental","2020-01-29",2020,1,"Wednesday",false,false,41,40,36,"0.76","0.85",2,"0.06",2,"0.05",17,36,5,31,1.5,"105.5",6316,14,3,3,5,3,12,"0.46",14,8,"0.60",1,10,8,3,29,30,27,2,"0.07",33,17,7,3,1,"0.92","0.92",1231,2235,328,"0.32","0.14","0.35"
"OP-LOC002-20200129","LOC002","Westside Smile Center","2020-01-29",2020,1,"Wednesday",false,false,28,29,26,"0.79","0.82",2,"0.06",1,"0.04",24,26,5,21,1.25,"69.8",3956,9,2,2,3,2,9,"0.47",10,7,"0.65",1,7,7,2,21,21,20,1,"0.05",31,13,5,2,1,"0.90","0.82",1240,2183,286,"0.30","0.13","0.40"
"OP-LOC003-20200129","LOC003","East Valley Dental Care","2020-01-29",2020,1,"Wednesday",false,false,17,16,14,"0.75","0.80",1,"0.06",1,"0.06",15,14,3,11,1,"70.0",3955,9,2,2,3,2,6,"0.57",6,4,"0.64",1,4,4,1,11,10,9,0,"0.00",33,7,3,1,1,"0.88","0.88",1383,2210,253,"0.32","0.14","0.39"
